timestamp,stage,task
1764768852.393244,session_start,
1764768852.393244,concentration,
1764768853.404853,image,T1
1764768855.917486,action,T1
1764768859.429313,relax,
1764768861.934093,rest,
1764768863.442970,concentration,
1764768864.453096,image,T2
1764768866.965386,action,T2
1764768870.472553,relax,
1764768872.986390,rest,
1764768874.497602,concentration,
1764768875.512259,image,T3
1764768878.023333,action,T3
1764768881.538739,relax,
1764768884.043900,rest,
1764768885.555750,concentration,
1764768886.567164,image,T4
1764768889.082139,action,T4
1764768892.593975,relax,
1764768895.099618,rest,
1764768896.609812,concentration,
1764768897.622183,image,T5
1764768900.142997,action,T5
1764768903.645587,relax,
1764768906.155630,rest,
1764768907.666992,concentration,
1764768908.676370,image,T6
1764768911.198989,action,T6
1764768914.712055,relax,
1764768917.220132,rest,
1764768918.729347,concentration,
1764768919.738184,image,T7
1764768922.252484,action,T7
1764768925.770137,relax,
1764768928.284827,rest,
1764768929.796685,session_end,
