timestamp,stage,task
1764769008.407566,session_start,
1764769008.408717,concentration,
1764769009.418851,image,T1
1764769011.936679,action,T1
1764769015.452675,relax,
1764769017.962878,rest,
1764769019.474532,concentration,
1764769020.482990,image,T2
1764769022.992620,action,T2
1764769026.496215,relax,
1764769029.004177,rest,
1764769030.514670,concentration,
1764769031.528517,image,T3
1764769034.038634,action,T3
1764769037.546696,relax,
1764769040.056282,rest,
1764769041.561517,concentration,
1764769042.573146,image,T4
1764769045.085366,action,T4
1764769048.588722,relax,
1764769051.100454,rest,
1764769052.613677,concentration,
1764769053.628158,image,T5
1764769056.139924,action,T5
1764769059.647689,relax,
1764769062.161236,rest,
1764769063.666978,concentration,
1764769064.679059,image,T6
1764769067.195611,action,T6
1764769070.708869,relax,
1764769073.222292,rest,
1764769074.731291,concentration,
1764769075.743483,image,T7
1764769078.258448,action,T7
1764769081.761767,relax,
1764769084.273058,rest,
1764769085.786578,session_end,
