timestamp,stage,task
1764768930.403866,session_start,
1764768930.404858,concentration,
1764768931.411679,image,T1
1764768933.933313,action,T1
1764768937.439212,relax,
1764768939.949163,rest,
1764768941.455848,concentration,
1764768942.467925,image,T2
1764768944.975829,action,T2
1764768948.485105,relax,
1764768950.999235,rest,
1764768952.510864,concentration,
1764768953.525298,image,T3
1764768956.046907,action,T3
1764768959.550047,relax,
1764768962.053183,rest,
1764768963.566288,concentration,
1764768964.577829,image,T4
1764768967.085025,action,T4
1764768970.597543,relax,
1764768973.112485,rest,
1764768974.622946,concentration,
1764768975.635484,image,T5
1764768978.151267,action,T5
1764768981.659744,relax,
1764768984.171403,rest,
1764768985.682249,concentration,
1764768986.694796,image,T6
1764768989.206460,action,T6
1764768992.718667,relax,
1764768995.228256,rest,
1764768996.743373,concentration,
1764768997.752294,image,T7
1764769000.263381,action,T7
1764769003.774550,relax,
1764769006.291018,rest,
1764769007.800605,session_end,
