timestamp,stage,task
1764768696.446245,session_start,
1764768696.447336,concentration,
1764768697.457271,image,T1
1764768699.971778,action,T1
1764768703.484674,relax,
1764768705.997048,rest,
1764768707.505857,concentration,
1764768708.517910,image,T2
1764768711.037684,action,T2
1764768714.539945,relax,
1764768717.045277,rest,
1764768718.557098,concentration,
1764768719.568970,image,T3
1764768722.080197,action,T3
1764768725.594464,relax,
1764768728.102679,rest,
1764768729.615201,concentration,
1764768730.629214,image,T4
1764768733.142258,action,T4
1764768736.645436,relax,
1764768739.147557,rest,
1764768740.650563,concentration,
1764768741.661995,image,T5
1764768744.180044,action,T5
1764768747.687207,relax,
1764768750.199919,rest,
1764768751.705939,concentration,
1764768752.718177,image,T6
1764768755.234810,action,T6
1764768758.748446,relax,
1764768761.256430,rest,
1764768762.767479,concentration,
1764768763.780374,image,T7
1764768766.288975,action,T7
1764768769.796070,relax,
1764768772.305728,rest,
1764768773.819477,session_end,
