timestamp,stage,task
1764767682.508443,session_start,
1764767682.509950,concentration,
1764767683.524311,image,T1
1764767686.036065,action,T1
1764767689.543669,relax,
1764767692.054260,rest,
1764767693.566681,concentration,
1764767694.581585,image,T2
1764767697.091196,action,T2
1764767700.593385,relax,
1764767703.095476,rest,
1764767704.610521,concentration,
1764767705.622610,image,T3
1764767708.137614,action,T3
1764767711.649397,relax,
1764767714.155653,rest,
1764767715.669311,concentration,
1764767716.673374,image,T4
1764767719.193478,action,T4
1764767722.710463,relax,
1764767725.217557,rest,
1764767726.728459,concentration,
1764767727.743351,image,T5
1764767730.264030,action,T5
1764767733.779531,relax,
1764767736.291345,rest,
1764767737.800806,concentration,
1764767738.809102,image,T6
1764767741.331568,action,T6
1764767744.844846,relax,
1764767747.350376,rest,
1764767748.858742,concentration,
1764767749.867002,image,T7
1764767752.380335,action,T7
1764767755.888014,relax,
1764767758.391204,rest,
1764767759.897102,session_end,
