timestamp,stage,task
1764769086.393254,session_start,
1764769086.393254,concentration,
1764769087.403810,image,T1
1764769089.917846,action,T1
1764769093.429567,relax,
1764769095.943848,rest,
1764769097.459115,concentration,
1764769098.473955,image,T2
1764769100.995581,action,T2
1764769104.504710,relax,
1764769107.007693,rest,
1764769108.520910,concentration,
1764769109.533653,image,T3
1764769112.054692,action,T3
1764769115.560552,relax,
1764769118.072920,rest,
1764769119.580644,concentration,
1764769120.592777,image,T4
1764769123.101061,action,T4
1764769126.613365,relax,
1764769129.128553,rest,
1764769130.631684,concentration,
1764769131.648264,image,T5
1764769134.159721,action,T5
1764769137.668935,relax,
1764769140.184733,rest,
1764769141.692037,concentration,
1764769142.705564,image,T6
1764769145.215191,action,T6
1764769148.729022,relax,
1764769151.236620,rest,
1764769152.748409,concentration,
1764769153.761136,image,T7
1764769156.273730,action,T7
1764769159.787949,relax,
1764769162.305825,rest,
1764769163.814250,session_end,
