timestamp,stage,task
1764768384.365996,session_start,
1764768384.365996,concentration,
1764768385.373527,image,T1
1764768387.889641,action,T1
1764768391.401025,relax,
1764768393.916814,rest,
1764768395.424811,concentration,
1764768396.439276,image,T2
1764768398.955429,action,T2
1764768402.470884,relax,
1764768404.986601,rest,
1764768406.499888,concentration,
1764768407.513877,image,T3
1764768410.026813,action,T3
1764768413.529020,relax,
1764768416.031228,rest,
1764768417.533258,concentration,
1764768418.542037,image,T4
1764768421.063938,action,T4
1764768424.577112,relax,
1764768427.089035,rest,
1764768428.592606,concentration,
1764768429.604391,image,T5
1764768432.124505,action,T5
1764768435.631824,relax,
1764768438.139296,rest,
1764768439.646690,concentration,
1764768440.660131,image,T6
1764768443.167421,action,T6
1764768446.681824,relax,
1764768449.195044,rest,
1764768450.706334,concentration,
1764768451.719993,image,T7
1764768454.237945,action,T7
1764768457.751564,relax,
1764768460.262544,rest,
1764768461.772906,session_end,
