timestamp,stage,task
1764767916.503855,session_start,
1764767916.505367,concentration,
1764767917.507076,image,T1
1764767920.022080,action,T1
1764767923.524737,relax,
1764767926.033854,rest,
1764767927.546168,concentration,
1764767928.556097,image,T2
1764767931.064710,action,T2
1764767934.582014,relax,
1764767937.096210,rest,
1764767938.606034,concentration,
1764767939.614892,image,T3
1764767942.132976,action,T3
1764767945.642018,relax,
1764767948.155546,rest,
1764767949.660663,concentration,
1764767950.674486,image,T4
1764767953.187625,action,T4
1764767956.700556,relax,
1764767959.208551,rest,
1764767960.717405,concentration,
1764767961.726075,image,T5
1764767964.236293,action,T5
1764767967.750882,relax,
1764767970.264974,rest,
1764767971.775524,concentration,
1764767972.779139,image,T6
1764767975.292099,action,T6
1764767978.804288,relax,
1764767981.314224,rest,
1764767982.819771,concentration,
1764767983.827981,image,T7
1764767986.338115,action,T7
1764767989.843410,relax,
1764767992.349057,rest,
1764767993.860849,session_end,
