timestamp,stage,task
1764766902.560503,session_start,
1764766902.560503,concentration,
1764766903.573304,image,T1
1764766906.090802,action,T1
1764766909.596814,relax,
1764766912.099519,rest,
1764766913.601378,concentration,
1764766914.613480,image,T2
1764766917.120616,action,T2
1764766920.630983,relax,
1764766923.139857,rest,
1764766924.650740,concentration,
1764766925.663732,image,T3
1764766928.177837,action,T3
1764766931.699301,relax,
1764766934.202656,rest,
1764766935.716475,concentration,
1764766936.727116,image,T4
1764766939.246276,action,T4
1764766942.760177,relax,
1764766945.262294,rest,
1764766946.769054,concentration,
1764766947.772859,image,T5
1764766950.286513,action,T5
1764766953.795854,relax,
1764766956.300367,rest,
1764766957.812881,concentration,
1764766958.826372,image,T6
1764766961.344440,action,T6
1764766964.848972,relax,
1764766967.354138,rest,
1764766968.857908,concentration,
1764766969.866670,image,T7
1764766972.386449,action,T7
1764766975.891246,relax,
1764766978.399135,rest,
1764766979.910194,session_end,
