timestamp,stage,task
1764767994.469592,session_start,
1764767994.470594,concentration,
1764767995.479557,image,T1
1764767997.997737,action,T1
1764768001.508221,relax,
1764768004.016903,rest,
1764768005.520126,concentration,
1764768006.523059,image,T2
1764768009.032434,action,T2
1764768012.541114,relax,
1764768015.047092,rest,
1764768016.555413,concentration,
1764768017.571106,image,T3
1764768020.083375,action,T3
1764768023.591694,relax,
1764768026.102620,rest,
1764768027.611467,concentration,
1764768028.625812,image,T4
1764768031.136669,action,T4
1764768034.645387,relax,
1764768037.146582,rest,
1764768038.656985,concentration,
1764768039.665235,image,T5
1764768042.178064,action,T5
1764768045.681225,relax,
1764768048.183478,rest,
1764768049.698284,concentration,
1764768050.713830,image,T6
1764768053.232478,action,T6
1764768056.743566,relax,
1764768059.254160,rest,
1764768060.769039,concentration,
1764768061.771563,image,T7
1764768064.285761,action,T7
1764768067.800764,relax,
1764768070.308546,rest,
1764768071.821590,session_end,
