timestamp,stage,task
1764767214.507174,session_start,
1764767214.508179,concentration,
1764767215.517549,image,T1
1764767218.028079,action,T1
1764767221.535161,relax,
1764767224.045408,rest,
1764767225.557878,concentration,
1764767226.571972,image,T2
1764767229.079873,action,T2
1764767232.593844,relax,
1764767235.098363,rest,
1764767236.601721,concentration,
1764767237.618227,image,T3
1764767240.130528,action,T3
1764767243.635981,relax,
1764767246.152258,rest,
1764767247.659075,concentration,
1764767248.675177,image,T4
1764767251.193267,action,T4
1764767254.704431,relax,
1764767257.212274,rest,
1764767258.723090,concentration,
1764767259.732614,image,T5
1764767262.254390,action,T5
1764767265.756792,relax,
1764767268.262837,rest,
1764767269.775949,concentration,
1764767270.789437,image,T6
1764767273.302055,action,T6
1764767276.815144,relax,
1764767279.324691,rest,
1764767280.836699,concentration,
1764767281.844918,image,T7
1764767284.358945,action,T7
1764767287.872776,relax,
1764767290.373502,rest,
1764767291.884856,session_end,
