timestamp,stage,task
1764768306.395797,session_start,
1764768306.396305,concentration,
1764768307.402586,image,T1
1764768309.911814,action,T1
1764768313.424440,relax,
1764768315.937917,rest,
1764768317.447209,concentration,
1764768318.455592,image,T2
1764768320.962891,action,T2
1764768324.479924,relax,
1764768326.996883,rest,
1764768328.501423,concentration,
1764768329.509438,image,T3
1764768332.022616,action,T3
1764768335.537984,relax,
1764768338.041012,rest,
1764768339.545408,concentration,
1764768340.547158,image,T4
1764768343.055038,action,T4
1764768346.570111,relax,
1764768349.079896,rest,
1764768350.592890,concentration,
1764768351.602715,image,T5
1764768354.115385,action,T5
1764768357.621900,relax,
1764768360.123652,rest,
1764768361.632756,concentration,
1764768362.641522,image,T6
1764768365.162076,action,T6
1764768368.664752,relax,
1764768371.177954,rest,
1764768372.691996,concentration,
1764768373.706887,image,T7
1764768376.227649,action,T7
1764768379.736482,relax,
1764768382.242497,rest,
1764768383.757551,session_end,
