timestamp,stage,task
1764766980.525060,session_start,
1764766980.525060,concentration,
1764766981.532073,image,T1
1764766984.051116,action,T1
1764766987.559348,relax,
1764766990.074983,rest,
1764766991.585583,concentration,
1764766992.593027,image,T2
1764766995.112177,action,T2
1764766998.616078,relax,
1764767001.129142,rest,
1764767002.639271,concentration,
1764767003.648978,image,T3
1764767006.168395,action,T3
1764767009.679724,relax,
1764767012.189820,rest,
1764767013.697580,concentration,
1764767014.706133,image,T4
1764767017.226671,action,T4
1764767020.747257,relax,
1764767023.250967,rest,
1764767024.763645,concentration,
1764767025.773189,image,T5
1764767028.284545,action,T5
1764767031.796513,relax,
1764767034.311525,rest,
1764767035.813167,concentration,
1764767036.820812,image,T6
1764767039.327795,action,T6
1764767042.834131,relax,
1764767045.350651,rest,
1764767046.862554,concentration,
1764767047.865459,image,T7
1764767050.373096,action,T7
1764767053.882050,relax,
1764767056.396265,rest,
1764767057.910095,session_end,
