timestamp,stage,task
1764767292.493334,session_start,
1764767292.493334,concentration,
1764767293.498465,image,T1
1764767296.008039,action,T1
1764767299.518075,relax,
1764767302.025006,rest,
1764767303.541753,concentration,
1764767304.553842,image,T2
1764767307.060919,action,T2
1764767310.564822,relax,
1764767313.078022,rest,
1764767314.589710,concentration,
1764767315.601153,image,T3
1764767318.123898,action,T3
1764767321.637745,relax,
1764767324.150751,rest,
1764767325.657953,concentration,
1764767326.669385,image,T4
1764767329.184865,action,T4
1764767332.694645,relax,
1764767335.209525,rest,
1764767336.716376,concentration,
1764767337.726522,image,T5
1764767340.237864,action,T5
1764767343.746507,relax,
1764767346.257521,rest,
1764767347.768318,concentration,
1764767348.778522,image,T6
1764767351.289639,action,T6
1764767354.797087,relax,
1764767357.312417,rest,
1764767358.826455,concentration,
1764767359.842559,image,T7
1764767362.352166,action,T7
1764767365.857625,relax,
1764767368.368227,rest,
1764767369.879355,session_end,
