timestamp,stage,task
1764769242.429826,session_start,
1764769242.429826,concentration,
1764769243.439327,image,T1
1764769245.960226,action,T1
1764769249.476049,relax,
1764769251.989786,rest,
1764769253.501093,concentration,
1764769254.508962,image,T2
1764769257.018547,action,T2
1764769260.527155,relax,
1764769263.040706,rest,
1764769264.551686,concentration,
1764769265.560604,image,T3
1764769268.081637,action,T3
1764769271.584924,relax,
1764769274.087132,rest,
1764769275.598762,concentration,
1764769276.612027,image,T4
1764769279.133463,action,T4
1764769282.655465,relax,
1764769285.164732,rest,
1764769286.674521,concentration,
1764769287.686271,image,T5
1764769290.208122,action,T5
1764769293.716918,relax,
1764769296.223938,rest,
1764769297.735485,concentration,
1764769298.739826,image,T6
1764769301.261993,action,T6
1764769304.768456,relax,
1764769307.277940,rest,
1764769308.787290,concentration,
1764769309.803151,image,T7
1764769312.314537,action,T7
1764769315.831065,relax,
1764769318.332864,rest,
1764769319.840767,session_end,
